uid,sdn_name,alt_names,sdn_type,sdn_program,
36463,"KADYROVA, Karina Ramzanovna",IRISL MARINE SERVICES,individual,RUSSIA-EO14024,
36464,LIMITED LIABILITY COMPANY FIRDAWS,IMSENGCO,Entity ,RUSSIA-EO14024,
36465,OOO EVEREST GRUP,IRISL MARINE SERVICES AND ENGINEERING COMPANY,Entity ,RUSSIA-EO14024,
36466,OOO SIBIRSKIE MINERALY,IRISL MTI,Entity ,RUSSIA-EO14024,
36467,OOO TUVAASBEST,ISLAMIC REPUBLIC OF IRAN SHIPPING LINES INVESTMENT COMPANY,Entity ,RUSSIA-EO14024,
36468,OOO TORGOVY DOM ASBEST,"VALOR Y PRINCIPIO DE DAR, A.C.",Entity ,RUSSIA-EO14024,
36469,OOO BITRIVER-B,SCSCO,Entity ,RUSSIA-EO14024,
36470,OOO BITRIVER-K,KHALIJ-E FARS (PERSIAN GULF) SHIPPING LINES,Entity ,RUSSIA-EO14024,
36471,OOO BITRIVER-NORTH,"BASOV, Oleksandr",Entity ,RUSSIA-EO14024,
36472,OOO BITRIVER-TURMA,"BASOV, Alexander",Entity ,RUSSIA-EO14024,
36473,"BENDERSKIY, Eduard Vitalyevich",KASHTIRANI-E JONOUB KHAT-E IRAN,individual,"CYBER2, RUSSIA-EO14024",
36477,"MALOFEYEV, Kirill Konstantinovich",VALFAJR SHIPPING CO.,individual,RUSSIA-EO14024,
36478,"SUBBOTIN, Alexey Anatolyevich",VALFAJR 8 SHIPPING CO.,individual,RUSSIA-EO14024,
36479,"KUPRIYANOV, Alexey Aleksandrovich",VALFAJR SHIPPING LINES,individual,RUSSIA-EO14024,
36480,"LESHCHENKO, Mikhail Aleksandrovich",IRAN AND INDIA SHIPPING LINES,individual,RUSSIA-EO14024,
36481,"GADETSKIY, Yevgeniy Yuryevich",IRAN AND INDIA SHIPPING COMPANY,individual,RUSSIA-EO14024,
36482,"YAKUSHEV, Mikhail Ilich","CHAGHAZARDI, Mahammadkazem",individual,RUSSIA-EO14024,
36483,"KUZMIN, Pavel Vladimirovich","CHAGHAZARDY, MohammadKazem",individual,RUSSIA-EO14024,
36496,PUBLIC JOINT STOCK COMPANY ROSBANK,IRANO - MISR SHIPPING CO,Entity ,"UKRAINE-EO13662, RUSSIA-EO14024",
36497,"ROLDUGIN, Sergei Pavlovich",IRANO MISR,individual,RUSSIA-EO14024,
36498,"MIRTOVA, Elena Yuryevna",IRAN AND EGYPT SHIPPING LINES,individual,RUSSIA-EO14024,
36500,"RESHETNIKOV, Maxim Gennadyevich",IRAN AND EGYPT SHIPPING COMPANY,individual,RUSSIA-EO14024,
36501,"SAVELYEV, Vitaly Gennadyevich",NEFERTITI SHIPPING AND MARITIME SERVICES,individual,RUSSIA-EO14024,
36516,"CHAYKA, Igor Yuryevich",DARYA-YE KHAZAR SHIPPING LINES,individual,RUSSIA-EO14024,
36517,AKTSIONERNOE OBSHCHESTVO NATSIONALNAYA INZHINIRINGOVAYA KORPORATSIYA,HAFEZ-E DARYAY-E ARIA SHIPPING LINES,Entity ,RUSSIA-EO14024,
36536,"TROSHIN, Aleksei Valeryevich",HAFEZ DARYA ARYA SHIPPING LINE,individual,RUSSIA-EO14024,
36537,OOO AQUA SOLID,HDASCO SHIPPING COMPANY,Entity ,RUSSIA-EO14024,
36556,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FERTOING,HAFIZ DARYA SHIPPING COMPANY,Entity ,RUSSIA-EO14024,
36576,OOO EKOGRUPP,HAFIZ-E-DARYA SHIPPING LINES,Entity ,RUSSIA-EO14024,
36596,OOO INZHINIRING.RF,NARI SHIPPING AND CHARTERING GMBH AND CO. KG,Entity ,RUSSIA-EO14024,
36616,OOO INNOVATSII SVETA,FIRST OCEAN GMBH AND CO KG,Entity ,RUSSIA-EO14024,
36636,OOO KHARTIYA,FOURTH OCEAN GMBH AND CO KG,Entity ,RUSSIA-EO14024,
36637,OOO BM PROEKT-EKOLOGIYA,EIGHTH OCEAN GMBH AND CO. KG,Entity ,RUSSIA-EO14024,
36656,OOO MEZHMUNITSIPALNOE ATP,NINTH OCEAN GMBH AND CO. KG,Entity ,RUSSIA-EO14024,
36657,"ZAVOROTNYI, Ivan Aleksandrovich",ELEVENTH OCEAN GMBH AND CO. KG,individual,RUSSIA-EO14024,
36658,OOO AGRO-REGION,TWELFTH OCEAN GMBH AND CO. KG,Entity ,RUSSIA-EO14024,
36659,OOO REGION-COMFORT,FOURTEENTH OCEAN GMBH AND CO. KG,Entity ,RUSSIA-EO14024,
36676,OOO KOMPANIYA ZOLOTOI VEK,FIFTEENTH OCEAN GMBH AND CO. KG,Entity ,RUSSIA-EO14024,
36696,SPARTA II,HTTS HANSEATIC TRADE TRUST AND SHIPPING GMBH,vessel,RUSSIA-EO14024,
36697,AMBAL,HOOPAD DARYA SHIPPING AGENCY COMPANY,vessel,RUSSIA-EO14024,
36716,MARIA E,SOUTH WAY SHIPPING AGENCY,vessel,RUSSIA-EO14024,
36736,SC SOUTH LLC,KALAN KISH SHIPPING LINES,Entity ,RUSSIA-EO14024,
36756,"AKIMOV, Alexander Konstantinovich",SHERKAT SAHAMI KHASS KHAYBAR,individual,RUSSIA-EO14024,
36757,"ABRAMOV, Ivan Nikolayevich",KHAYBARCO,individual,RUSSIA-EO14024,
36758,"AKHMADOV, Mohmad Isaevich",KHEYBAR COMPANY,individual,RUSSIA-EO14024,
36759,"ARENIN, Sergei Petrovich",MOSAKHKHAR-E DARYA SHIPPING,individual,RUSSIA-EO14024,
36760,"ARKHAROV, Yuri Viktorovich",RAHBARAN-E OMID-E DARYA SHIP MANAGEMENT,individual,RUSSIA-EO14024,
36761,"ARTAMONOV, Anatoly Dmitrievich",ROD SHIP MANAGEMENT CO,individual,RUSSIA-EO14024,
36762,"AFANASOV, Mikhail Alexandrovich",RODSM,individual,RUSSIA-EO14024,
36763,"ALEKSEEV, Oleg Aleksandrovich",SOROUSH SARZAMIN ASATIR SHIP MANAGEMENT CO.,individual,RUSSIA-EO14024,
36764,"AFANASEVA, Yelena Vladimirovna",SOROUSH SARZAMIN ASATIR SSA,individual,RUSSIA-EO14024,
36765,"BASHKIN, Alexander Davidovich",SSA SHIP MANAGEMENT CO.,individual,RUSSIA-EO14024,
36766,"BAZILEVSKY, Andrey Alexandrovich","OWHADI, Jalal",individual,RUSSIA-EO14024,
36767,"BARAKHOYEV, Mukharbek Oybertovich","TAHERI, Jalal",individual,RUSSIA-EO14024,
36768,"BEZDENEZHNYKH, Sergei Vyacheslavovich","VAHEDI, Jalal",individual,RUSSIA-EO14024,
36769,"BONDAREV, Viktor Nikolayevich",PERSIA HORMOZ SHIP REPAIRS,individual,RUSSIA-EO14024,
36770,"BORISOV, Yegor Afanasyevich",PERSIA HORMOZ SHIPYARD,individual,RUSSIA-EO14024,
36771,"BRYKSIN, Alexander Yuryevich","MOHAJERI, Mostafa",individual,RUSSIA-EO14024,
36772,"BELOUSOV, Mikhail Vladimirovich",MARINE INFORMATION TECHNOLOGY DEVELOPMENT CORPORATION,individual,RUSSIA-EO14024,
36773,"BEREZKIN, Sergei Vladimirovich",MARINE TECHNOLOGY AND INFORMATION TECHNOLOGY DEVELOPMENT,individual,RUSSIA-EO14024,
36774,"BEKETOV, Vladimir Andreyevich",MITDCO,individual,RUSSIA-EO14024,
36775,"BIBIKOVA, Yelena Vasilyevna",NIK QESHM FARA DARYA INVESTMENT COMPANY,individual,RUSSIA-EO14024,
36776,"CHERNYSHEV, Andrey Vladimirovich",IR-ITAL,individual,RUSSIA-EO14024,
36777,"DVOINYKH, Alexander Vlademirovich",IRITAL SHIPPING S.R.L.,individual,RUSSIA-EO14024,
36778,"DENGIN, Vadim Yevgenyevich",IRINVESTSHIP LIMITED,individual,RUSSIA-EO14024,
36779,"DOLGOV, Konstantin Konstantinovich","YAZDAN JOO, Mohammad-Ali",individual,RUSSIA-EO14024,
36780,"EMELYANOV, Gennady Egorovich",FUTURE BANK,individual,RUSSIA-EO14024,
36781,"EPIFANOVA, Olga Nikolayevna",FUTUREBANK,individual,RUSSIA-EO14024,
36782,"FADZAYEV, Arsen Suleymanovich",BANK MELLI,individual,RUSSIA-EO14024,
36783,"FEDOROV, Yury Viktorovich",MELLI BANK,individual,RUSSIA-EO14024,
36784,"FYODOROV, Nikolai Vasilyevich",NATIONAL BANK OF IRAN,individual,RUSSIA-EO14024,
36785,"GIBATDINOV, Airat Minerasikhovich","BEHZADI, Morteza",individual,RUSSIA-EO14024,
36786,"GUSEV, Denis Vladimirovich","BEHZAD, Morteza",individual,RUSSIA-EO14024,
36787,"GUMEROVA, Lilia Salavatovna",POSTBANK,individual,RUSSIA-EO14024,
36788,"GALUSHINA, Rimma Fyodorovna",DEY BANK,individual,RUSSIA-EO14024,
36789,"GEREMEYEV, Suleiman Sadulayevich",NUCLEAR POWER PRODUCTION AND DEVELOPMENT HOLDING COMPANY,individual,RUSSIA-EO14024,
36790,"GIGEL, Tatyana Anatolyevna",RADIATION APPLICATIONS DEVELOPMENT HOLDING COMPANY,individual,RUSSIA-EO14024,
36791,"GUSAKOVSKY, Alexander Vladislavovich",BANK TOSEYEH SADERAT IRAN,individual,RUSSIA-EO14024,
36792,"GORITSKY, Dmitry Yuryevich",BANK TOSEH SADERAT IRAN,individual,RUSSIA-EO14024,
36793,"GLEBOVA, Lyubov Nikolayevna",BANK TOWSEEH SADERAT IRAN,individual,RUSSIA-EO14024,
36794,"GORNYAKOV, Sergei Vasilyevich",BANK TOSEE SADERAT IRAN,individual,RUSSIA-EO14024,
36795,"GORYACHEVA, Svetlana Petrovna",IRANIAN EXPORT DEVELOPMENT BANK,individual,RUSSIA-EO14024,
36796,"GORODETSKIY, Vladimir Filippovich",PARSIAN TECHNOLOGY SUPPORT COMPANY,individual,RUSSIA-EO14024,
36797,"ISAKOV, Eduard Vladimirovich",URANIUM PROCESSING AND NUCLEAR FUEL PRODUCTION COMPANY,individual,RUSSIA-EO14024,
36798,"IKONNIKOV, Vasily Nikolayevich",FATSA COMPANY,individual,RUSSIA-EO14024,
36799,"IVANOV, Sergey Borisovich",URANIUM PROCESSING AND NUCLEAR FUEL COMPANY OF IRAN,individual,RUSSIA-EO14024,
36800,"KONDRATENKO, Aleksey Nikolayevich",SATNA COMPANY,individual,RUSSIA-EO14024,
36801,"KARLIN, Alexander Bogdanovich",BASIJ RESISTANCE CENTER OF THE AEOI,individual,RUSSIA-EO14024,
36802,"KLIMOV, Andrey Akardyevich",EDBI EXCHANGE COMPANY,individual,RUSSIA-EO14024,
36803,"KUTEPOV, Andrey Viktorovich",IRANIAN ENRICHMENT COMPANY,individual,RUSSIA-EO14024,
36804,"KHAMCHIEV, Belan Bagaudinovich",GHANI SAZI ENRICHMENT,individual,RUSSIA-EO14024,
36805,"KARELOVA, Galina Nikolayevna",IRAN ADVANCED TECHNOLOGIES COMPANY,individual,RUSSIA-EO14024,
36806,"KOZHANOVA, Irina Andreyevna",IRAN URANIUM ENRICHMENT COMPANY,individual,RUSSIA-EO14024,
36807,"KAZANOKOV, Krym Olievich","SAFDARI, Sayyed Jaber",individual,RUSSIA-EO14024,
36808,"KHAPSIROKOV, Murat Krym-Gerievich","SAFDARI, Seyyed Jaber",individual,RUSSIA-EO14024,
36809,"KONDRATYUK, Nikolai Fyodorovich",ENERGY NOVIN COMPANY,individual,RUSSIA-EO14024,
36810,"KHLYAKINA, Oksana Vladimirovna",NOVIN ENERGY CORPORATION,individual,RUSSIA-EO14024,
36811,"KALASHNIK, Sergey Viktorovich",ENERGY NOVIN CORPORATION,individual,RUSSIA-EO14024,
36812,"KRUGLY, Vladimir Igorevich",NOVIN ENERGY,individual,RUSSIA-EO14024,
36813,"KARELIN, Alexander Alexandrovich",MATSA COMPANY,individual,RUSSIA-EO14024,
36814,"KISLOV, Andrey Igoryevich",ENERGY NOVIN INDUSTRIAL DEVELOPMENT,individual,RUSSIA-EO14024,
36815,"KUZMIN, Dmitry Gennadyevich",MESBAH ENERGY,individual,RUSSIA-EO14024,
36816,"KARASIN, Grigory Borisovich",MESBAH ENERGY CO.,individual,RUSSIA-EO14024,
36817,"KOSYKHINA, Natalia Vladimirovna",RAW MATERIALS AND NUCLEAR FUEL PRODUCTION COMPANY,individual,RUSSIA-EO14024,
36818,"KULIKOVSKIH, Nina Germanovna",NUCLEAR FUEL AND RAW MATERIALS PRODUCTION COMPANY,individual,RUSSIA-EO14024,
36819,"KHOKHLOVA, Olga Nikolayevna",EXPLORATION AND NUCLEAR RAW MATERIALS PRODUCTION COMPANY,individual,RUSSIA-EO14024,
36820,"KISLYAK, Sergei Ivanovich",EXPLORATION AND NUCLEAR RAW MATERIAL PRODUCTION COMPANY,individual,RUSSIA-EO14024,
36821,"KOLBIN, Sergey Nikolayevich",NOVIN PARS MINERAL EXPLORATION AND MINING COMPANY,individual,RUSSIA-EO14024,
36822,"KRAVCHENKO, Vladimir Kasimirovich",NOVIN KHARA MINERAL MINING EXTRACTION COMPANY,individual,RUSSIA-EO14024,
36823,"LEDKOV, Grigory Petrovich",NOVIN KHARA,individual,RUSSIA-EO14024,
36824,"LEBEDEV, Vladimir Albertovich",NOVIN PARS MINERAL MINING COMPANY,individual,RUSSIA-EO14024,
36825,"LAZUTKINA, Yulia Viktorovna","REZVANIANZADEH, Mohammad Reza",individual,RUSSIA-EO14024,
36826,"MAYOROV, Alexei Petrovich","REZVANYANZADEH, Mohammadreza",individual,RUSSIA-EO14024,
36827,"MOROZOV, Igor Nikolayevich","REZVANIANZADE, Mohammad Reza",individual,RUSSIA-EO14024,
36828,"MITIN, Sergei Gerasimovich",NUCLEAR SCIENCES AND TECHNOLOGIES RESEARCH INSTITUTE,individual,RUSSIA-EO14024,
36829,"MURATOV, Sergey Nikolayevich",RESEARCH INSTITUTE OF NUCLEAR SCIENCE AND TECHNOLOGY,individual,RUSSIA-EO14024,
36830,"MUKHAMETSHIN, Farit Mubarakshevich",NUCLEAR SCIENCE AND TECHNOLOGY RESEARCH CENTER,individual,RUSSIA-EO14024,
36831,"MIKHAILOV, Sergei Petrovich",NUCLEAR RESEARCH CENTER FOR AGRICULTURE AND MEDICINE,individual,RUSSIA-EO14024,
36832,"MARTYNOV, Sergey Alexandrovich",KARAJ NUCLEAR RESEARCH CENTER FOR AGRICULTURE AND MEDICINE,individual,RUSSIA-EO14024,
36833,"MAMSUROV, Taimuraz Dzhambekovich",JABER IBN HAYAN RESEARCH LABORATORY,individual,RUSSIA-EO14024,
36834,"NAROLIN, Alexander Vladimirovich",JABER IBN HAYAN LABORATORY,individual,RUSSIA-EO14024,
36835,"NIKITIN, Alexander Valeryevich",JABR IBN HAYAN MULTIPURPOSE LABORATORY,individual,RUSSIA-EO14024,
36836,"NEVZOROV, Boris Alexandrovich",JABER IBN HAYAN,individual,RUSSIA-EO14024,
36837,"NOVOZHILOV, Viktor Feodosyevich",TEJARAT BANK,individual,RUSSIA-EO14024,
36838,"NOVIUKHOV, Alexander Vyacheslavovich",BANK TORGOVOY KAPITAL,individual,RUSSIA-EO14024,
36839,"NAGOVITSYN, Vyacheslav Vladimirovich",BANK TORGOVY KAPITAL,individual,RUSSIA-EO14024,
36840,"ORLOV, Alexei Maratovich",TRADE CAPITAL BANK,individual,RUSSIA-EO14024,
36841,"OYUN, Dina Ivanovna",BANK MELLAT YEREVAN,individual,RUSSIA-EO14024,
36842,"OTKE, Anna Ivanovna",MELLAT BANK SB CJSC,individual,RUSSIA-EO14024,
36843,"ORDENOV, Gennady Ivanovich",MELLAT BANK ARMENIA,individual,RUSSIA-EO14024,
36844,"PRONYUSHKIN, Alexander Yuryevich",FEE BANK MALAYSIA,individual,RUSSIA-EO14024,
36845,"PERMINOV, Dmitry Sergeyevich",EUROPAISCH-IRANISCHE HANDELSBANK AKTIENGESELLSCHAFT,individual,RUSSIA-EO14024,
36846,"PAVLOVA, Margarita Nikolayevna",EUROPAEISCH-IRANISCHE HANDELSBANK AKTIENGESELLSCHAFT,individual,RUSSIA-EO14024,
36847,"PERMINOVA, Yelena Alekseyevna",BANK OF INDUSTRY & MINE,individual,RUSSIA-EO14024,
36848,"PISAREVA, Elena Vladimirovna",BANK SANAD VA MADAN,individual,RUSSIA-EO14024,
36849,"PETINA, Irina Alexandrovna",WEE TIONG S PTE LTD,individual,RUSSIA-EO14024,
36850,"PERMINOV, Sergey Nikolayevich",LLC SOUTHERN PROJECT,individual,RUSSIA-EO14024,
36851,"POLETAYEV, Vladimir Vladimirovich","YUZHNY PROEKT, OOO",individual,RUSSIA-EO14024,
36852,"RAKITIN, Alexander Vasilyevich",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU YUZHNY PROEKT,individual,RUSSIA-EO14024,
36853,"RAPOTA, Grigoriy Alexeyevich","SAHD, Paulina",individual,RUSSIA-EO14024,
36854,"RUKAVISHNIKOVA, Irina Valeryevna",BANK QAVAMIN,individual,RUSSIA-EO14024,
36855,"RYABUKHIN, Sergey Nikolayevich",QAVAMIN BANK,individual,RUSSIA-EO14024,
36856,"SALPAGAROV, Akhmat Anzorovich",QAVVAMIN BANK,individual,RUSSIA-EO14024,
36857,"SINITSYN, Alexei Vladimirovich",GHAVAMIN FINANCIAL & CREDIT INS.,individual,RUSSIA-EO14024,
36858,"SHEVCHENKO, Andrei Anatolyevich",LUSH STYLE BOUTIQUE,individual,RUSSIA-EO14024,
36859,"SAVELYEV, Dmitry Vladimirovich",LUSH STYLE,individual,RUSSIA-EO14024,
36860,"SAVCHENKO, Evgeny Stepanovich",ADB ARQUITECTOS Y INMOBILIARIA,individual,RUSSIA-EO14024,
36861,"SVYATENKO, Inna Yuryevna",ADB INMOBILIARIA,individual,RUSSIA-EO14024,
36862,"SKAKOVSKAYA, Lyudmila Nikolayevna",PERSIAN GULF KHATAR-PAZIR INVESTMENT COMPANY,individual,RUSSIA-EO14024,
36863,"SAKHAROVA, Tatiana Anatolyevna",ISLAMIC REPUBLIC OF IRAN SHIPPING LINES COMFORT SERVICES,individual,RUSSIA-EO14024,
36864,"SAVIN, Alexander Alexandrovich",MARITIME WELFARE SERVICES INSTITUTE,individual,RUSSIA-EO14024,
36865,"SHIROKOV, Anatoly Ivanovich",IRISL CLUB,individual,RUSSIA-EO14024,
36866,"SHEIKIN, Artem Gennadyevich",E-SAIL SHIPPING COMPANY LTD,individual,RUSSIA-EO14024,
36867,"SHUMILOVA, Elena Borisovna",SANTEX LINES,individual,RUSSIA-EO14024,
36868,"SOLODUN, Galina Nikolayevna",HARDSEA AGENCIES,individual,RUSSIA-EO14024,
36869,"SAFIN, Lenar Rinatovich",SINOSE MARITIME,individual,RUSSIA-EO14024,
36870,"SEMISOTOV, Nikolai Petrovich",KHOROSHAN MARITIME COMPANY,individual,RUSSIA-EO14024,
36871,"SEMYONOV, Valery Vladimirovich",OGHYANOUS-E KHOROUSHAN-E KISH SHIPPING LINES,individual,RUSSIA-EO14024,
36872,"TKACH, Oleg Polikarpovich",BELIZE SHIP & LOGISTIC LTD,individual,RUSSIA-EO14024,
36873,"TARAKANOV, Pavel Vladimirovich",BELIZE SHIP AND LOGISTIC LTD,individual,RUSSIA-EO14024,
36874,"TALABAYEVA, Lyudmila Zaumovna",BELIZE SHIPPING LINE SERV LTD,individual,RUSSIA-EO14024,
36875,"TSEPKIN, Oleg Vladimirovich",FUTURE AGE SHIPPING LTD.,individual,RUSSIA-EO14024,
36876,"TULTAEV, Peter Nikolayevich",GOLDEN ENTERPRISE SHIPPING LTD,individual,RUSSIA-EO14024,
36877,"TIMCHENKO, Vyacheslav Stepanovich",INTERNATIONAL EXPERTISE GROUP LTD.,individual,RUSSIA-EO14024,
36878,"USATYUK, Valery Petrovich",INTERNATIONAL EXPERTISE GROUP,individual,RUSSIA-EO14024,
36879,"ULBASHEV, Mukharby Magomedovich",MIRACLE TRANSPORTATION LTD,individual,RUSSIA-EO14024,
36880,"VAINBERG, Alexander Vladelenovich",MOMENT INVESTMENT LTD,individual,RUSSIA-EO14024,
36881,"VYSOKINSKY, Alexander Gennadyevich",NEW AGE SHIPPING LTD-BZE,individual,RUSSIA-EO14024,
36882,"VLADIMIROV, Nikolay Nikolayevich",PACIFIC SHIPPING & TRANS,individual,RUSSIA-EO14024,
36883,"VALYAEV, Yuri Konstantinovich",PACIFIC SHIPPING AND TRANS,individual,RUSSIA-EO14024,
36884,"VARFOLOMEEV, Alexander Georgyevich",STAR SHIP MANAGEMENT LTD-BZE,individual,RUSSIA-EO14024,
36885,"VASILYEV, Valery Nikolayevich",WORLDFAST INTERNATIONAL LTD,individual,RUSSIA-EO14024,
36886,"VOROBYOV, Yury Leonidovich",ATLANTIC SHIPPING AND TRANSPORTATION LIMITED,individual,RUSSIA-EO14024,
36887,"YAROSHUK, Alexander Georgievich",ATLANTIC SHIPPING AND TRANS,individual,RUSSIA-EO14024,
36888,"YATSKIN, Andrey Vladimirovich",GLOBAL UNITED SHIPPING LTD-BZE,individual,RUSSIA-EO14024,
36889,"YALALOV, Irek Ishmukhametovich",UNIVERSAL SHIPPING & TRANS,individual,RUSSIA-EO14024,
36890,"YEPISHIN, Andrei Nikolayevich",UNIVERSAL SHIPPING AND TRANS,individual,RUSSIA-EO14024,
36891,"YAGUBOV, Gennady Vladimirovich",WORLDWIDE SHIPPING & TRANS,individual,RUSSIA-EO14024,
36892,"ZHUKOVA, Anastasia Gennadyevna",WORLDWIDE SHIPPING AND TRANS,individual,RUSSIA-EO14024,
36893,"ZHAMSUYEV, Bair Bayaskhalanovich",WORLDWIDE SHIPPING AND TRANSPORTATION LIMITED,individual,RUSSIA-EO14024,
36894,"ZHURAVLEV, Nikolai Andreyevich",AZARPAD QESHM,individual,RUSSIA-EO14024,
36895,"ZOBNEV, Viktor Viktororvich",AZARPAD QESHM CO,individual,RUSSIA-EO14024,
36896,"ZUBAREV, Igor Dmitryevich",ATLAS SHIPPING,individual,RUSSIA-EO14024,
36897,"ZABRALOVA, Olga Sergeyevna",ATLAS SHIPPING COMPANY,individual,RUSSIA-EO14024,
36898,"ZLENKO, Yelena Gennadyevna",POUYA TAMIN KISH OIL & GAS CO,individual,RUSSIA-EO14024,
36917,"SEREDA, Mikhail Leonidovich",POUYA TAMIN KISH CO.,individual,RUSSIA-EO14024,
36936,"SHAMALOV, Yurii Nikolaevich",POUYA TAMIN KISH OIL AND GAS CO,individual,RUSSIA-EO14024,
36937,"GAZARYAN, Yuriy Garunovich",DARYANAVARD KISH SHIPPING COMPANY,individual,RUSSIA-EO14024,
36938,"BELOUS, Aleksei Petrovich",DARYANAVARD KISH SHIPPING COMPANY LTD.,individual,RUSSIA-EO14024,
36939,"BORISENKO, Elena Adolfovna",SOUTH ALUMINUM,individual,RUSSIA-EO14024,
36940,"YELISEYEV, Ilya Vladimirovich",ALUMINIOM JONUB,individual,RUSSIA-EO14024,
36941,"ZAUERS, Dmitrii Vladimirovich",RAAHBAR KHADAMAT INFORMATIC,individual,RUSSIA-EO14024,
36943,"KOMANOV, Viktor Alekseevich",KHODRO SANAT MOROJEN,individual,RUSSIA-EO14024,
36944,"MATVEEV, Aleksei Anatolievich",SARMAYE GOZARI DAY,individual,RUSSIA-EO14024,
36956,"MURANOV, Aleksander Yurievich",SIMAN SEPAHAN,individual,RUSSIA-EO14024,
36957,"RUSANOV, Igor Valerievich",SARMAYE GOZARI SIMAN SEPAHAN,individual,RUSSIA-EO14024,
36958,"RYSKIN, Vladimir Markovich",FARAVARDEHAYE BOTONI SIMAN SEPAHAN,individual,RUSSIA-EO14024,
36959,"SOBOL, Alexander Ivanovich",HAML VA NAGHL KALAHAYE RAHNAVARD SIMAN SEPAHAN,individual,RUSSIA-EO14024,
36960,"STEPANOV, Aleksandr Mikhailovich",PAKAT SAZI SHAFAGH SIMAN SEPAHAN,individual,RUSSIA-EO14024,
36961,"KHACHATUROV, Tigran Garikovich",SIMAN-E SHARGH,individual,RUSSIA-EO14024,
36976,"VINOKUROV, Vladimir Nikolaevich",FARAVARDEHAYE SIMAN SHARGH,individual,RUSSIA-EO14024,
36996,"KAMYSHEV, Denis Valentinovich",AHAK-E SANATI SIMAN SHARGH,individual,RUSSIA-EO14024,
36997,"KAPLUNNIK, Irina Aleksandrovna",SIMAN'E SEFID SHARGH,individual,RUSSIA-EO14024,
36999,LIMITED LIABILITY COMPANY PROMTEKHNOLOGIYA,MA'ADEN-E ZOGHAL SANG SHARGH,Entity ,RUSSIA-EO14024,
37000,JOINT STOCK COMPANY MOSCOW INDUSTRIAL BANK,HAML VA NAGHL SEPEHR SIMAN MASHHAD,Entity ,RUSSIA-EO14024,
37001,"POPOVICH, Aleksei Valerievich",SIMAN-E KURDISTAN,individual,RUSSIA-EO14024,
37002,"PUZYRNIKOVA, Natalya Vladislavovna",HAML VA NAGHL ETEMAAD TARABARGROUS,individual,RUSSIA-EO14024,
37003,"GAVRILENKO, Anatolii Anatolyevich",GHADIR TOSE-E SAAMANEHAYE BEHENGAAM,individual,RUSSIA-EO14024,
37004,"ROSSEEV, Mikhail Nikolaevich",SAMANEHAYE YEKPARCHEH TAMOLAT ELECTRONIC DANA,individual,RUSSIA-EO14024,
37005,"TYURIN, Vyacheslav Aleksandrovich",GR ARQUITECTOS,individual,RUSSIA-EO14024,
37006,"SADYGOV, Famil Kamil Ogly","NASRALLAH, Mohammad Jawad",individual,RUSSIA-EO14024,
37016,KONTRAKT OOO,"NASRALLAH, Juad",Entity ,RUSSIA-EO14024,
37017,EKSPLUATIRUYUSHCHAYA KOMPANIYA TSENTR OOO,"AL ZAIDI, Shebl",Entity ,RUSSIA-EO14024,
37018,AGROPROMYSHLENNY KOMPLEKS VORONEZHSKI OOO,"AL ZAIDI, Shibl",Entity ,RUSSIA-EO14024,
37019,ANNINSKII ELEVATOR OOO,"AL-ZADI, Shibl Muhsin Ubayd",Entity ,RUSSIA-EO14024,
37020,AUDITKONSALT OOO,"AL-ZAYDI, Hajji Shibl Muhsin",Entity ,RUSSIA-EO14024,
37021,DVE STOLITSY OOO,"MAHDI, Ja'far Salih",Entity ,RUSSIA-EO14024,
37022,BELINVESTSTROI OOO,"HASHIM, Yusef",Entity ,RUSSIA-EO14024,
37023,LADOGA OOO,"KAWTHARANI, Adnan Mahmud",Entity ,RUSSIA-EO14024,
37024,NEKOMMERCHESKAYA ORGANIZATSIYA FOND KHIMICHESKOE RAZORUZHENIE I KONVERSIYA,"KAWTHRANI, Adnan",Entity ,RUSSIA-EO14024,
37025,AZOVSKAYA ZERNOVAYA KOMPANIYA OOO,"AL-KAWTHARANI, Adnan",Entity ,RUSSIA-EO14024,
37026,PIZHMA,"KUTHERANI, Adnan",vessel,RUSSIA-EO14024,
37027,SPARTA,"FARHAT, Mohamad",vessel,RUSSIA-EO14024,
37028,SPARTA III,KHATIB AI-MUJAHIDIN,vessel,RUSSIA-EO14024,
37029,SPARTA IV,HOLY WARRIORS BATTALION,vessel,RUSSIA-EO14024,
37030,JOINT STOCK COMPANY NORTHERN SHIPPING COMPANY,AL MUJAHIDEEN BRIGADES,Entity ,RUSSIA-EO14024,
37031,BELOMORSKIY,ANSAR AL-MUJAHIDIN MOVEMENT,vessel,RUSSIA-EO14024,
37032,CHIZHOVKA,AA ESTUDIO ARQUITECTONICO,vessel,RUSSIA-EO14024,
37033,DVINSKIY ZALIV,"AL-BOSTANI, Meshal Saad",vessel,RUSSIA-EO14024,
37034,INZHENER TRUBIN,"ALBOST, Meshal Saad M",vessel,RUSSIA-EO14024,
37035,INZHENER VESHNYAKOV,"AL-TUBAIQI, Salah",vessel,RUSSIA-EO14024,
37037,IOHANN MAHMASTAL,"AL-ARIFI, Nayif Hasan Saad",vessel,RUSSIA-EO14024,
